1	0.239	0.050
2	0.317	0.055
3	0.505	0.085
4	2.119	0.345
5	6.966	1.119
6	0.017	0.006
7	0.030	0.009
8	0.051	0.014
9	0.828	0.209
10	0.003	0.002
11	0.003	0.002
12	0.008	0.003
13	0.113	0.042
14	0.347	0.067
15	0.471	0.074
16	0.713	0.107
17	13.319	1.905
18	0.060	0.019
19	0.094	0.026
20	0.154	0.040
21	2.555	0.614
22	0.006	0.004
23	0.010	0.005
24	0.029	0.012
25	0.496	0.180
