1	0.037	0.008
2	0.036	0.008
3	0.040	0.009
4	0.090	0.018
5	0.047	0.010
6	0.113	0.023
7	0.135	0.028
8	0.142	0.029
9	0.370	0.075
10	0.114	0.027
11	0.121	0.029
12	0.132	0.032
13	0.269	0.064
14	0.232	0.031
15	0.244	0.033
16	0.263	0.034
17	1.037	0.106
18	1.375	0.166
19	1.522	0.183
20	1.694	0.205
21	4.389	0.508
22	1.982	0.340
23	2.004	0.345
24	2.109	0.365
25	4.479	0.761
